L -113.0000, 419.0000, -36.0000,  -143.0000, 420.0000, -36.0000,  240, 127, 0
L -143.0000, 420.0000, -36.0000,  -149.0000, 421.0000, -35.0000,  240, 127, 0
L -149.0000, 421.0000, -35.0000,  -149.0000, 402.0000, -35.0000,  240, 127, 0
L -149.0000, 402.0000, -35.0000,  -148.0000, 401.0000, -36.0000,  240, 127, 0
L -148.0000, 401.0000, -36.0000,  -148.0000, 265.0000, -36.0000,  240, 127, 0
L -148.0000, 265.0000, -36.0000,  -151.0000, 255.0000, -36.0000,  240, 127, 0
L -151.0000, 255.0000, -36.0000,  -177.0000, 230.0000, -33.0000,  240, 127, 0
L -177.0000, 230.0000, -33.0000,  -217.0000, 191.0000, -33.0000,  240, 127, 0
L -217.0000, 191.0000, -33.0000,  -220.0000, 187.0000, -35.0000,  240, 127, 0
L -220.0000, 187.0000, -35.0000,  -208.0000, 176.0000, -35.0000,  240, 127, 0
L -208.0000, 176.0000, -35.0000,  -207.0000, 176.0000, -36.0000,  240, 127, 0
L -207.0000, 176.0000, -36.0000,  -196.0000, 167.0000, -36.0000,  240, 127, 0
L -196.0000, 167.0000, -36.0000,  -193.0000, 162.0000, -36.0000,  240, 127, 0
L -193.0000, 162.0000, -36.0000,  -191.0000, 161.0000, -36.0000,  240, 127, 0
L -191.0000, 161.0000, -36.0000,  -186.0000, 153.0000, -35.0000,  240, 127, 0
L -186.0000, 153.0000, -35.0000,  -182.0000, 149.0000, -35.0000,  240, 127, 0
L -182.0000, 149.0000, -35.0000,  -124.0000, 206.0000, -35.0000,  240, 127, 0
L -124.0000, 206.0000, -35.0000,  -123.0000, 206.0000, -36.0000,  240, 127, 0
L -123.0000, 206.0000, -36.0000,  -122.0000, 206.0000, -35.0000,  240, 127, 0
L -122.0000, 206.0000, -35.0000,  -119.0000, 206.0000, -35.0000,  240, 127, 0
L -119.0000, 206.0000, -35.0000,  -117.0000, 205.0000, -33.0000,  240, 127, 0
L -117.0000, 205.0000, -33.0000,  -109.0000, 196.0000, -33.0000,  240, 127, 0
L -109.0000, 196.0000, -33.0000,  -107.0000, 194.0000, -35.0000,  240, 127, 0
L -107.0000, 194.0000, -35.0000,  -78.0000, 166.0000, -33.0000,  240, 127, 0
L -78.0000, 166.0000, -33.0000,  -61.0000, 149.0000, -35.0000,  240, 127, 0
L -61.0000, 149.0000, -35.0000,  -49.0000, 161.0000, -35.0000,  240, 127, 0
L -49.0000, 161.0000, -35.0000,  -50.0000, 163.0000, -36.0000,  240, 127, 0
L -50.0000, 163.0000, -36.0000,  -25.0000, 188.0000, -36.0000,  240, 127, 0
L -25.0000, 188.0000, -36.0000,  -24.0000, 190.0000, -35.0000,  240, 127, 0
L -24.0000, 190.0000, -35.0000,  -93.0000, 259.0000, -35.0000,  240, 127, 0
L -93.0000, 259.0000, -35.0000,  -94.0000, 261.0000, -35.0000,  240, 127, 0
L -94.0000, 261.0000, -35.0000,  -94.0000, 267.0000, -35.0000,  240, 127, 0
L -94.0000, 267.0000, -35.0000,  -94.0000, 269.0000, -36.0000,  240, 127, 0
L -94.0000, 269.0000, -36.0000,  -95.0000, 279.0000, -36.0000,  240, 127, 0
L -95.0000, 279.0000, -36.0000,  -97.0000, 282.0000, -36.0000,  240, 127, 0
L -97.0000, 282.0000, -36.0000,  -98.0000, 296.0000, -36.0000,  240, 127, 0
L -98.0000, 296.0000, -36.0000,  -96.0000, 296.0000, -35.0000,  240, 127, 0
L -96.0000, 296.0000, -35.0000,  -94.0000, 297.0000, -35.0000,  240, 127, 0
L -94.0000, 297.0000, -35.0000,  -89.0000, 297.0000, -36.0000,  240, 127, 0
L -89.0000, 297.0000, -36.0000,  -87.0000, 292.0000, -36.0000,  240, 127, 0
L -87.0000, 292.0000, -36.0000,  -87.0000, 289.0000, -36.0000,  240, 127, 0
L -87.0000, 289.0000, -36.0000,  -81.0000, 278.0000, -36.0000,  240, 127, 0
L -81.0000, 278.0000, -36.0000,  -77.0000, 275.0000, -36.0000,  240, 127, 0
L -77.0000, 275.0000, -36.0000,  -62.0000, 276.0000, -36.0000,  240, 127, 0
L -62.0000, 276.0000, -36.0000,  -61.0000, 277.0000, -36.0000,  240, 127, 0
L -61.0000, 277.0000, -36.0000,  -58.0000, 278.0000, -36.0000,  240, 127, 0
L -58.0000, 278.0000, -36.0000,  -56.0000, 280.0000, -36.0000,  240, 127, 0
L -56.0000, 280.0000, -36.0000,  -56.0000, 284.0000, -36.0000,  240, 127, 0
L -56.0000, 284.0000, -36.0000,  -55.0000, 285.0000, -36.0000,  240, 127, 0
L -55.0000, 285.0000, -36.0000,  -52.0000, 295.0000, -36.0000,  240, 127, 0
L -52.0000, 295.0000, -36.0000,  -51.0000, 296.0000, -36.0000,  240, 127, 0
L -51.0000, 296.0000, -36.0000,  -47.0000, 296.0000, -37.0000,  240, 127, 0
L -47.0000, 296.0000, -37.0000,  -16.0000, 296.0000, -31.0000,  240, 127, 0
L -16.0000, 296.0000, -31.0000,  14.0000, 293.0000, -21.0000,  240, 127, 0
L 14.0000, 293.0000, -21.0000,  16.0000, 292.0000, -21.0000,  240, 127, 0
L 16.0000, 292.0000, -21.0000,  17.0000, 291.0000, -20.0000,  240, 127, 0
L 17.0000, 291.0000, -20.0000,  39.0000, 283.0000, -14.0000,  240, 127, 0
L 39.0000, 283.0000, -14.0000,  61.0000, 266.0000, -7.0000,  240, 127, 0
L 61.0000, 266.0000, -7.0000,  61.0000, 265.0000, -7.0000,  240, 127, 0
L 61.0000, 265.0000, -7.0000,  64.0000, 262.0000, -6.0000,  240, 127, 0
L 64.0000, 262.0000, -6.0000,  65.0000, 260.0000, -6.0000,  240, 127, 0
L 65.0000, 260.0000, -6.0000,  66.0000, 259.0000, -5.0000,  240, 127, 0
L 66.0000, 259.0000, -5.0000,  67.0000, 257.0000, -5.0000,  240, 127, 0
L 67.0000, 257.0000, -5.0000,  68.0000, 256.0000, -3.0000,  240, 127, 0
L 68.0000, 256.0000, -3.0000,  69.0000, 254.0000, -3.0000,  240, 127, 0
L 69.0000, 254.0000, -3.0000,  70.0000, 253.0000, -2.0000,  240, 127, 0
L 70.0000, 253.0000, -2.0000,  71.0000, 251.0000, -2.0000,  240, 127, 0
L 71.0000, 251.0000, -2.0000,  72.0000, 249.0000, -1.0000,  240, 127, 0
L 72.0000, 249.0000, -1.0000,  73.0000, 248.0000, -1.0000,  240, 127, 0
L 73.0000, 248.0000, -1.0000,  74.0000, 246.0000, 0.0000,  240, 127, 0
L 74.0000, 246.0000, 0.0000,  76.0000, 241.0000, 0.0000,  240, 127, 0
L 76.0000, 241.0000, 0.0000,  77.0000, 218.0000, 6.0000,  240, 127, 0
L -7.0000, 130.0000, 102.0000,  -7.0000, 114.0000, 101.0000,  0, 240, 0
L -7.0000, 114.0000, 101.0000,  -9.0000, 109.0000, 101.0000,  0, 240, 0
L -9.0000, 109.0000, 101.0000,  -10.0000, -40.0000, 101.0000,  0, 240, 0
L -10.0000, -40.0000, 101.0000,  -9.0000, -41.0000, 101.0000,  0, 240, 0
L -9.0000, -41.0000, 101.0000,  -7.0000, -41.0000, 101.0000,  0, 240, 0
L -7.0000, -41.0000, 101.0000,  -8.0000, -56.0000, 101.0000,  0, 240, 0
L -8.0000, -56.0000, 101.0000,  -8.0000, -59.0000, 103.0000,  0, 240, 0
L -8.0000, -59.0000, 103.0000,  -12.0000, -76.0000, 109.0000,  0, 240, 0
L -12.0000, -76.0000, 109.0000,  -12.0000, -78.0000, 110.0000,  0, 240, 0
L -12.0000, -78.0000, 110.0000,  -13.0000, -79.0000, 110.0000,  0, 240, 0
L -13.0000, -79.0000, 110.0000,  -27.0000, -110.0000, 119.0000,  0, 240, 0
L -27.0000, -110.0000, 119.0000,  -28.0000, -110.0000, 119.0000,  0, 240, 0
L 27.0000, -110.0000, 119.0000,  27.0000, -107.0000, 119.0000,  0, 240, 0
L 27.0000, -107.0000, 119.0000,  26.0000, -105.0000, 118.0000,  0, 240, 0
L 26.0000, -105.0000, 118.0000,  24.0000, -100.0000, 118.0000,  0, 240, 0
L 24.0000, -100.0000, 118.0000,  24.0000, -99.0000, 119.0000,  0, 240, 0
L 24.0000, -99.0000, 119.0000,  22.0000, -93.0000, 119.0000,  0, 240, 0
L 22.0000, -93.0000, 119.0000,  21.0000, -92.0000, 119.0000,  0, 240, 0
L 21.0000, -92.0000, 119.0000,  20.0000, -90.0000, 118.0000,  0, 240, 0
L 20.0000, -90.0000, 118.0000,  19.0000, -89.0000, 118.0000,  0, 240, 0
L 19.0000, -89.0000, 118.0000,  18.0000, -86.0000, 117.0000,  0, 240, 0
L 18.0000, -86.0000, 117.0000,  18.0000, -85.0000, 116.0000,  0, 240, 0
L 18.0000, -85.0000, 116.0000,  16.0000, -82.0000, 116.0000,  0, 240, 0
L 16.0000, -82.0000, 116.0000,  15.0000, -80.0000, 115.0000,  0, 240, 0
L 15.0000, -80.0000, 115.0000,  15.0000, -79.0000, 114.0000,  0, 240, 0
L 15.0000, -79.0000, 114.0000,  14.0000, -78.0000, 114.0000,  0, 240, 0
L 14.0000, -78.0000, 114.0000,  12.0000, -69.0000, 109.0000,  0, 240, 0
L 12.0000, -69.0000, 109.0000,  12.0000, -68.0000, 107.0000,  0, 240, 0
L 12.0000, -68.0000, 107.0000,  11.0000, -66.0000, 106.0000,  0, 240, 0
L 11.0000, -66.0000, 106.0000,  11.0000, -64.0000, 106.0000,  0, 240, 0
L 11.0000, -64.0000, 106.0000,  11.0000, -63.0000, 105.0000,  0, 240, 0
L 11.0000, -63.0000, 105.0000,  11.0000, -61.0000, 105.0000,  0, 240, 0
L 11.0000, -61.0000, 105.0000,  10.0000, -59.0000, 104.0000,  0, 240, 0
L 10.0000, -59.0000, 104.0000,  10.0000, -55.0000, 103.0000,  0, 240, 0
L 10.0000, -55.0000, 103.0000,  10.0000, -54.0000, 102.0000,  0, 240, 0
L 10.0000, -54.0000, 102.0000,  9.0000, -50.0000, 101.0000,  0, 240, 0
L 9.0000, -50.0000, 101.0000,  7.0000, -50.0000, 101.0000,  0, 240, 0
L 7.0000, -50.0000, 101.0000,  7.0000, -39.0000, 101.0000,  0, 240, 0
L 7.0000, -39.0000, 101.0000,  8.0000, -38.0000, 101.0000,  0, 240, 0
L 8.0000, -38.0000, 101.0000,  8.0000, -36.0000, 101.0000,  0, 240, 0
L 8.0000, -36.0000, 101.0000,  10.0000, -31.0000, 101.0000,  0, 240, 0
L 10.0000, -31.0000, 101.0000,  10.0000, -27.0000, 101.0000,  0, 240, 0
L 10.0000, -27.0000, 101.0000,  11.0000, -25.0000, 101.0000,  0, 240, 0
L 11.0000, -25.0000, 101.0000,  11.0000, -22.0000, 101.0000,  0, 240, 0
L 11.0000, -22.0000, 101.0000,  12.0000, -20.0000, 101.0000,  0, 240, 0
L 12.0000, -20.0000, 101.0000,  12.0000, -16.0000, 101.0000,  0, 240, 0
L 12.0000, -16.0000, 101.0000,  12.0000, -14.0000, 100.0000,  0, 240, 0
L 12.0000, -14.0000, 100.0000,  13.0000, 53.0000, 101.0000,  0, 240, 0
L 13.0000, 53.0000, 101.0000,  13.0000, 55.0000, 102.0000,  0, 240, 0
L 13.0000, 55.0000, 102.0000,  14.0000, 74.0000, 104.0000,  0, 240, 0
L 14.0000, 74.0000, 104.0000,  13.0000, 75.0000, 103.0000,  0, 240, 0
L 13.0000, 75.0000, 103.0000,  13.0000, 98.0000, 103.0000,  0, 240, 0
L 13.0000, 98.0000, 103.0000,  14.0000, 100.0000, 103.0000,  0, 240, 0
L 14.0000, 100.0000, 103.0000,  14.0000, 119.0000, 104.0000,  0, 240, 0
L 14.0000, 119.0000, 104.0000,  14.0000, 124.0000, 101.0000,  0, 240, 0
L 14.0000, 124.0000, 101.0000,  7.0000, 124.0000, 101.0000,  0, 240, 0
L 7.0000, 124.0000, 101.0000,  7.0000, 132.0000, 101.0000,  0, 240, 0
L 7.0000, 132.0000, 101.0000,  8.0000, 133.0000, 101.0000,  0, 240, 0
L 8.0000, 133.0000, 101.0000,  15.0000, 133.0000, 101.0000,  0, 240, 0
L 15.0000, 133.0000, 101.0000,  17.0000, 133.0000, 103.0000,  0, 240, 0
L 17.0000, 133.0000, 103.0000,  18.0000, 133.0000, 106.0000,  0, 240, 0
L -17.0000, 132.0000, 105.0000,  -11.0000, 132.0000, 101.0000,  0, 240, 0
L -11.0000, 132.0000, 101.0000,  -10.0000, 133.0000, 101.0000,  0, 240, 0
L -10.0000, 133.0000, 101.0000,  -8.0000, 133.0000, 101.0000,  0, 240, 0
L -8.0000, 133.0000, 101.0000,  -7.0000, 132.0000, 101.0000,  0, 240, 0
L -7.0000, 132.0000, 101.0000,  -7.0000, 131.0000, 102.0000,  0, 240, 0
L -7.0000, 131.0000, 102.0000,  -7.0000, 124.0000, 101.0000,  0, 240, 0
L -7.0000, 124.0000, 101.0000,  -8.0000, 123.0000, 101.0000,  0, 240, 0
L -8.0000, 123.0000, 101.0000,  -15.0000, 124.0000, 101.0000,  0, 240, 0
L -9.0000, -110.0000, 119.0000,  -10.0000, -117.0000, 120.0000,  0, 240, 0
L -10.0000, -117.0000, 120.0000,  -11.0000, -138.0000, 134.0000,  0, 240, 0
L -11.0000, -138.0000, 134.0000,  -11.0000, -139.0000, 136.0000,  0, 240, 0
L -11.0000, -139.0000, 136.0000,  -12.0000, -141.0000, 137.0000,  0, 240, 0
L -12.0000, -141.0000, 137.0000,  -12.0000, -143.0000, 137.0000,  0, 240, 0
L -12.0000, -143.0000, 137.0000,  -12.0000, -147.0000, 140.0000,  0, 240, 0
L -12.0000, -147.0000, 140.0000,  -11.0000, -148.0000, 141.0000,  0, 240, 0
L -11.0000, -148.0000, 141.0000,  -9.0000, -148.0000, 144.0000,  0, 240, 0
L -9.0000, -148.0000, 144.0000,  -9.0000, -147.0000, 144.0000,  0, 240, 0
L -9.0000, -147.0000, 144.0000,  -6.0000, -139.0000, 147.0000,  0, 240, 0
L -6.0000, -139.0000, 147.0000,  -6.0000, -137.0000, 147.0000,  0, 240, 0
L -6.0000, -137.0000, 147.0000,  -6.0000, -135.0000, 148.0000,  0, 240, 0
L -6.0000, -135.0000, 148.0000,  -5.0000, -133.0000, 148.0000,  0, 240, 0
L -5.0000, -133.0000, 148.0000,  -4.0000, -126.0000, 151.0000,  0, 240, 0
L -4.0000, -126.0000, 151.0000,  -4.0000, -120.0000, 153.0000,  0, 240, 0
L -4.0000, -120.0000, 153.0000,  -3.0000, -118.0000, 153.0000,  0, 240, 0
L -3.0000, -118.0000, 153.0000,  -3.0000, -114.0000, 155.0000,  0, 240, 0
L -3.0000, -114.0000, 155.0000,  -3.0000, -112.0000, 155.0000,  0, 240, 0
L -3.0000, -112.0000, 155.0000,  -2.0000, -108.0000, 157.0000,  0, 240, 0
L -2.0000, -108.0000, 157.0000,  -2.0000, -106.0000, 157.0000,  0, 240, 0
L -2.0000, -106.0000, 157.0000,  -1.0000, -97.0000, 161.0000,  0, 240, 0
L -1.0000, -97.0000, 161.0000,  -1.0000, -89.0000, 164.0000,  0, 240, 0
L -1.0000, -89.0000, 164.0000,  0.0000, -87.0000, 164.0000,  0, 240, 0
L 0.0000, -87.0000, 164.0000,  0.0000, -79.0000, 168.0000,  0, 240, 0
L 0.0000, -79.0000, 168.0000,  0.0000, -75.0000, 168.0000,  0, 240, 0
L 0.0000, -75.0000, 168.0000,  -2.0000, 57.0000, 226.0000,  0, 240, 0
L -2.0000, 57.0000, 226.0000,  -2.0000, 59.0000, 226.0000,  0, 240, 0
L -2.0000, 59.0000, 226.0000,  -2.0000, 102.0000, 245.0000,  0, 240, 0
L -2.0000, 102.0000, 245.0000,  -1.0000, 104.0000, 246.0000,  0, 240, 0
L -1.0000, 104.0000, 246.0000,  -1.0000, 117.0000, 251.0000,  0, 240, 0
L -1.0000, 117.0000, 251.0000,  0.0000, 129.0000, 260.0000,  0, 240, 0
L 0.0000, 129.0000, 260.0000,  0.0000, 142.0000, 274.0000,  0, 240, 0
L -17.3871, 144.2581, 339.0000,  -20.0000, 146.0000, 339.0000,  0, 0, 240
L -20.0000, 146.0000, 339.0000,  -23.0000, 144.0000, 339.0000,  0, 0, 240
L -23.0000, 144.0000, 339.0000,  -24.0000, 144.0000, 339.0000,  0, 0, 240
L -24.0000, 144.0000, 339.0000,  -25.0000, 142.0000, 339.0000,  0, 0, 240
L -25.0000, 151.0000, 339.0000,  -25.0000, 138.0000, 339.0000,  0, 0, 240
L -25.0000, 138.0000, 339.0000,  -25.0000, 136.0000, 338.0000,  0, 0, 240
L -25.0000, 136.0000, 338.0000,  -27.0000, 131.0000, 338.0000,  0, 0, 240
L -27.0000, 131.0000, 338.0000,  -27.0000, 128.0000, 338.0000,  0, 0, 240
L -27.0000, 128.0000, 338.0000,  -27.0000, 126.0000, 339.0000,  0, 0, 240
L -27.0000, 126.0000, 339.0000,  -27.0000, 125.0000, 338.0000,  0, 0, 240
L -27.0000, 125.0000, 338.0000,  -30.0000, 122.0000, 338.0000,  0, 0, 240
L -30.0000, 122.0000, 338.0000,  -37.0000, 120.0000, 338.0000,  0, 0, 240
L -37.0000, 120.0000, 338.0000,  -48.0000, 123.0000, 338.0000,  0, 0, 240
L -48.0000, 123.0000, 338.0000,  -49.0000, 126.0000, 338.0000,  0, 0, 240
L -49.0000, 126.0000, 338.0000,  -55.0000, 135.0000, 338.0000,  0, 0, 240
L -55.0000, 135.0000, 338.0000,  -70.0000, 140.0000, 338.0000,  0, 0, 240
L -70.0000, 140.0000, 338.0000,  -70.0000, 142.0000, 339.0000,  0, 0, 240
L -70.0000, 142.0000, 339.0000,  -72.0000, 142.0000, 339.0000,  0, 0, 240
L -72.0000, 142.0000, 339.0000,  -75.0000, 146.0000, 339.0000,  0, 0, 240
L -75.0000, 146.0000, 339.0000,  -75.0000, 148.0000, 339.0000,  0, 0, 240
L -75.0000, 148.0000, 339.0000,  -77.0000, 149.0000, 339.0000,  0, 0, 240
L -77.0000, 149.0000, 339.0000,  -77.0000, 151.0000, 339.0000,  0, 0, 240
L -77.0000, 151.0000, 339.0000,  -81.0000, 159.0000, 338.0000,  0, 0, 240
L -81.0000, 159.0000, 338.0000,  -81.0000, 160.0000, 338.0000,  0, 0, 240
L -81.0000, 160.0000, 338.0000,  -88.0000, 172.0000, 338.0000,  0, 0, 240
L -88.0000, 172.0000, 338.0000,  -88.0000, 175.0000, 342.0000,  0, 0, 240
L -88.0000, 175.0000, 342.0000,  -87.0000, 176.0000, 342.0000,  0, 0, 240
L -87.0000, 176.0000, 342.0000,  -86.0000, 180.0000, 338.0000,  0, 0, 240
L -86.0000, 180.0000, 338.0000,  -85.0000, 182.0000, 338.0000,  0, 0, 240
L -85.0000, 182.0000, 338.0000,  -85.0000, 185.0000, 338.0000,  0, 0, 240
L -85.0000, 185.0000, 338.0000,  -81.0000, 189.0000, 339.0000,  0, 0, 240
L -81.0000, 189.0000, 339.0000,  -80.0000, 190.0000, 338.0000,  0, 0, 240
L -80.0000, 190.0000, 338.0000,  -76.0000, 190.0000, 338.0000,  0, 0, 240
L -76.0000, 190.0000, 338.0000,  -75.0000, 191.0000, 338.0000,  0, 0, 240
L -75.0000, 191.0000, 338.0000,  -70.0000, 199.0000, 343.0000,  0, 0, 240
L -70.0000, 199.0000, 343.0000,  -65.0000, 198.0000, 343.0000,  0, 0, 240
L -65.0000, 198.0000, 343.0000,  -63.0000, 199.0000, 343.0000,  0, 0, 240
L -63.0000, 199.0000, 343.0000,  -63.0000, 201.0000, 344.0000,  0, 0, 240
L -63.0000, 201.0000, 344.0000,  -63.0000, 208.0000, 344.0000,  0, 0, 240
L -63.0000, 208.0000, 344.0000,  -65.0000, 208.0000, 344.0000,  0, 0, 240
L -65.0000, 208.0000, 344.0000,  -70.0000, 206.0000, 344.0000,  0, 0, 240
L -70.0000, 206.0000, 344.0000,  -79.0000, 208.0000, 347.0000,  0, 0, 240
L -79.0000, 208.0000, 347.0000,  -79.0000, 221.0000, 347.0000,  0, 0, 240
L -79.0000, 221.0000, 347.0000,  -76.0000, 238.0000, 347.0000,  0, 0, 240
L -76.0000, 238.0000, 347.0000,  -24.0000, 238.0000, 347.0000,  0, 0, 240
L -55.0000, 207.0000, 344.0000,  -46.0000, 206.0000, 347.0000,  0, 0, 240
L -46.0000, 206.0000, 347.0000,  -32.0000, 200.0000, 347.0000,  0, 0, 240
L -32.0000, 200.0000, 347.0000,  -23.0000, 210.0000, 347.0000,  0, 0, 240
L -23.0000, 210.0000, 347.0000,  -23.0000, 225.0000, 348.0000,  0, 0, 240
L -23.0000, 225.0000, 348.0000,  -16.6724, 225.0000, 348.0000,  0, 0, 240
L -16.6829, 195.5304, 347.0000,  -19.0000, 188.0000, 343.0000,  0, 0, 240
L -19.0000, 188.0000, 343.0000,  -19.0000, 187.0000, 342.0000,  0, 0, 240
L -19.0000, 187.0000, 342.0000,  -20.0000, 185.0000, 341.0000,  0, 0, 240
L -20.0000, 185.0000, 341.0000,  -20.0000, 183.0000, 341.0000,  0, 0, 240
L -20.0000, 183.0000, 341.0000,  -21.0000, 180.0000, 339.0000,  0, 0, 240
L -21.0000, 180.0000, 339.0000,  -21.0000, 176.0000, 338.0000,  0, 0, 240
L -21.0000, 176.0000, 338.0000,  -20.0000, 170.0000, 338.0000,  0, 0, 240
L -20.0000, 170.0000, 338.0000,  -18.0000, 169.0000, 338.0000,  0, 0, 240
L -18.0000, 169.0000, 338.0000,  -19.0000, 168.0000, 338.0000,  0, 0, 240
L -19.0000, 168.0000, 338.0000,  -19.0000, 164.0000, 338.0000,  0, 0, 240
L -19.0000, 164.0000, 338.0000,  -18.0000, 162.0000, 338.0000,  0, 0, 240
L -18.0000, 162.0000, 338.0000,  -18.0000, 159.0000, 338.0000,  0, 0, 240
L -18.0000, 159.0000, 338.0000,  -17.0000, 158.0000, 338.0000,  0, 0, 240
L -17.0000, 158.0000, 338.0000,  -17.0000, 155.0000, 339.0000,  0, 0, 240
L -17.0000, 155.0000, 339.0000,  -16.0000, 152.0000, 339.0000,  0, 0, 240
L -16.0000, 152.0000, 339.0000,  -17.0000, 149.0000, 339.0000,  0, 0, 240
L -17.0000, 149.0000, 339.0000,  -19.0000, 149.0000, 339.0000,  0, 0, 240
L -19.0000, 149.0000, 339.0000,  -21.0000, 150.0000, 339.0000,  0, 0, 240
L -21.0000, 150.0000, 339.0000,  -24.0000, 150.0000, 339.0000,  0, 0, 240
L -24.0000, 150.0000, 339.0000,  -25.0000, 151.0000, 339.0000,  0, 0, 240
L -25.0000, 151.0000, 339.0000,  -25.0000, 164.0000, 338.0000,  0, 0, 240
L -25.0000, 164.0000, 338.0000,  -26.0000, 165.0000, 338.0000,  0, 0, 240
L -26.0000, 165.0000, 338.0000,  -28.0000, 176.0000, 338.0000,  0, 0, 240
L -28.0000, 176.0000, 338.0000,  -28.0000, 181.0000, 338.0000,  0, 0, 240
L -28.0000, 181.0000, 338.0000,  -33.0000, 188.0000, 338.0000,  0, 0, 240
L -33.0000, 188.0000, 338.0000,  -46.0000, 192.0000, 339.0000,  0, 0, 240
L -46.0000, 192.0000, 339.0000,  -51.0000, 199.0000, 342.0000,  0, 0, 240
L -51.0000, 199.0000, 342.0000,  -53.0000, 199.0000, 343.0000,  0, 0, 240
L -53.0000, 199.0000, 343.0000,  -55.0000, 199.0000, 343.0000,  0, 0, 240
L -55.0000, 199.0000, 343.0000,  -57.0000, 198.0000, 343.0000,  0, 0, 240
L -57.0000, 198.0000, 343.0000,  -58.0000, 199.0000, 343.0000,  0, 0, 240
L -58.0000, 199.0000, 343.0000,  -58.0000, 202.0000, 344.0000,  0, 0, 240
L -58.0000, 202.0000, 344.0000,  -58.0000, 206.0000, 344.0000,  0, 0, 240
L -58.0000, 206.0000, 344.0000,  -57.0000, 207.0000, 344.0000,  0, 0, 240
L -32.0000, 238.0000, 347.0000,  -24.0000, 238.0000, 348.0000,  0, 0, 240
L -24.0000, 238.0000, 348.0000,  -22.0000, 236.0000, 348.0000,  0, 0, 240
L -22.0000, 236.0000, 348.0000,  -22.0000, 225.0000, 348.0000,  0, 0, 240
